"","g__Turicibacter","g__Parabacteroides","g__[Ruminococcus]","g__Sutterella","f__Peptostreptococcaceae_g__","g__Ruminococcus","g__Veillonella","g__Bacteroides","g__Eggerthella","g__Faecalibacterium","g__Coprococcus","f__Lachnospiraceae_g__","g__Neisseria","g__Haemophilus","g__Blautia","f__Enterobacteriaceae_g__","g__Klebsiella","g__Dorea","g__Dialister","g__Anaerostipes","g__Phascolarctobacterium","g__Staphylococcus","g__Actinomyces","f__Gemellaceae_g__","g__Akkermansia","g__Oscillospira","o__Lactobacillales_g__","g__Adlercreutzia","g__Odoribacter","f__Clostridiaceae_g__","g__Prevotella","g__Roseburia","g__Lachnospira","o__Clostridiales_g__","g__Granulicatella","f__Erysipelotrichaceae_g__","f__Ruminococcaceae_g__","g__Clostridium","g__Streptococcus","g__Aggregatibacter","g__Fusobacterium","g__Conchiformibius","g__Bifidobacterium","g__Collinsella","g__Holdemania","g__[Eubacterium]","f__Rikenellaceae_g__","g__Bilophila"
"1939.SKBTI.0884",0,1918,195,1454,0,32,26,16383,14,3778,8,1963,51,145,22,3252,1,201,3,0,190,0,2,15,0,680,0,0,0,0,1,0,5,394,2,28,321,0,11,12,109,222,0,0,1,4,794,543
"1939.SKBTI.0889",0,1770,729,6294,0,14,28,24543,3,3033,218,3640,30,78,70,873,0,233,11,0,0,0,6,9,0,1712,0,0,574,0,0,14,7,675,4,1202,1662,0,26,15,79,2,7,82,35,27,926,892
"1939.SKBTI.0891",0,2263,8,3,0,1,3,353,0,13,0,52,14,76,438,14212,2144,8,1334,0,0,2,1,4,1,868,210,0,0,0,0,0,0,10,1,1,15,2,7,2,3,86,0,4,0,16,0,0
"1939.SKBTI.0885",0,76,183,312,0,12,50,4862,5,530,6,558,11,53,23,883,3,12,2,0,0,1,0,2,141,70,1,0,3,0,0,6,0,39,0,29,69,0,3,38,28,21,8,0,0,0,44,147
"1939.SKBTI.0878",0,200,301,491,1,1,259,10146,0,2968,22,1186,3,198,15,1980,4,2,8,0,9,1,0,3,0,23,0,0,3,2,1,1,8,100,2,214,149,32,13,50,43,7,23,11,0,5,18,101
"1939.SKBTI.0883",0,500,313,1839,0,8,56,13108,8,3844,6,708,12,812,2,3,0,30,5,0,127,0,4,6,0,61,0,0,0,0,0,1,3,55,7,656,287,0,14,4,5,53,13,0,0,2,20,409
"1939.SKBTI.0886",0,543,611,645,6,48,117,7863,3,3262,40,580,10,1489,164,370,0,90,250,0,0,0,5,1,0,306,0,0,98,0,0,8,21,220,11,40,889,4,32,161,40,1,57,16,6,1,1,0
"1939.SKBTI.0892",0,326,22,660,35,91,21,1316,0,1736,148,415,22,25,107,72,9,68,1600,0,6,0,0,6,1,82,0,0,18,6,7107,240,228,304,2,1,524,4,6,2,7,0,72,13,17,0,269,45
"1939.SKBTI.0893",0,1822,210,1911,9,1,7,11475,0,130,7,285,54,72,17,3105,4,50,1,0,0,1,4,11,1,142,0,0,90,283,3,5,0,84,2,176,94,0,11,12,23,0,1,5,4,0,37,21
"1939.SKBTI.0908",0,1623,265,363,4,14,8,19959,4,3844,29,917,44,42,365,41,1,69,2,0,375,0,2,16,0,225,0,0,0,1,3,27,181,399,2,288,175,18,20,7,42,0,21,6,0,38,901,0
"1939.SKBTI.0932",0,0,775,1835,84,352,112,11109,0,0,0,473,4,8,0,424,4,0,0,0,0,0,3,1,0,201,441,0,0,328,2,0,0,213,1,41,65,98,5,2,5,0,53,0,0,0,0,0
"1939.SKBTI.0895",0,265,567,0,16,10,13,10274,0,6226,85,1153,8,303,414,801,3,156,0,0,50,0,11,3,0,71,0,0,4,5,3,45,0,196,0,292,569,0,28,24,31,0,0,0,9,20,12,123
"1939.SKBTI.0910",0,768,803,1250,7,19,18,10401,1,5320,51,2613,20,85,51,145,0,317,1550,0,29,0,2,123,0,1006,0,0,381,2,0,63,0,576,0,288,719,9,13,11,208,0,74,72,41,3,268,337
"1939.SKBTI.0911",0,208,274,1215,6,2,6,3677,1,5284,203,1102,16,49,565,6,0,81,123,12,0,0,1,3,0,31,0,0,34,1,8490,1,97,338,4,538,1078,10,7,4,9,0,170,62,3,2,39,252
"1939.SKBTI.0917",0,706,100,3547,0,11,10,8028,0,403,4,210,41,1761,6,15,3785,8,0,0,87,0,2,8,1,249,0,0,159,0,10,0,0,52,0,0,78,0,14,317,167,2,1,0,0,0,770,602
"1939.SKBTI.0921",0,1,0,1,0,0,411,17,0,3,0,4,16,5428,0,117,5,0,1129,0,0,0,3,137,0,0,0,0,0,0,0,0,3,1,22,13,114,59,51,194,986,0,0,0,0,0,1,0
"1939.SKBTI.0925",0,145,602,363,15,0,83,7512,11,7348,32,649,14,84,328,5554,0,68,7,0,2,3,4,8,0,3,0,0,1,13,0,0,129,54,0,417,338,13,18,11,4,1,0,0,0,6,19,0
"1939.SKBTI.0930",0,208,782,882,0,9,2,8571,6,2603,84,541,9,45,101,2092,0,128,519,0,4,0,0,5,0,236,0,0,0,0,0,50,0,65,1,117,306,0,8,213,37,0,12,86,1,0,544,188
"1939.SKBTI.0931",0,207,470,17,30,45,146,11415,0,3681,199,1403,10,950,135,3,0,64,22,25,0,1,4,12,0,61,0,4,0,13,2,31,5,473,4,142,1325,0,38,14,135,5,185,49,16,0,15,336
"1939.SKBTI.0935",0,95,85,1323,5,0,110,6775,4,4920,2,1941,21,1157,5,948,0,347,166,0,0,0,3,6,0,138,0,0,0,25,1,63,0,157,0,133,362,40,15,338,413,35,5,0,0,2,1,354
"1939.SKBTI.0944",0,31,51,475,0,0,18,2723,0,276,3,155,19,1025,13,6173,0,11,769,0,0,0,14,184,0,27,0,0,20,0,0,0,5,22,30,2,31,0,56,600,973,1,12,2,0,1,35,79
"1939.SKBTI.0945",0,925,634,2813,0,6,30,18752,16,5585,67,3055,19,427,505,11,0,147,0,0,678,0,2,2,0,965,0,4,857,0,1,78,2,1247,1,6,1174,0,10,9,10,1,0,0,58,91,37,0
"1939.SKBTI.0947",0,810,639,59,22,2,16,14255,0,1000,106,1009,36,42,490,485,1,168,1,0,83,0,3,8,2,40,0,0,2,9,0,2,7,100,1,524,217,0,19,4,16,0,55,0,1,135,35,0
"1939.SKBTI.0949",0,105,1158,2,0,1,8,11433,0,2861,328,1326,26,55,176,190,2,186,589,0,34,0,4,4,0,10,0,0,0,0,5,494,7,630,2,1000,445,0,11,8,6,0,454,0,0,0,31,161
"1939.SKBTI.0952",9,419,901,1029,0,19,139,8355,0,2652,136,1337,12,998,204,357,0,110,379,0,1,0,8,3,0,581,0,0,72,0,0,16,30,448,5,17,804,0,37,70,12,0,23,0,17,0,0,5
"1939.SKBTI.0922",0,276,94,118,0,4,24,8195,10,418,12,109,17,376,11,5315,1,11,0,0,1,1,0,4,3,29,0,0,3,1,1,0,0,27,1,70,60,0,7,8,38,0,0,3,0,0,31,30
"1939.SKBTI.0914",0,271,135,1203,0,0,17,1408,0,1113,55,500,6,138,12,951,1,152,599,0,0,0,0,14,0,354,0,0,18,0,22,0,0,22,2,29,174,0,35,6862,459,0,0,0,0,0,2,118
"1939.SKBTI.0915",0,370,215,62,0,7,2,6785,1,3355,178,911,4,12,293,5,0,58,7,0,0,0,0,3,1,110,0,0,19,0,0,139,0,185,1,116,650,0,0,30,1,0,0,0,1,0,9,6
"1939.SKBTI.0924",0,47,650,601,0,0,10,2624,0,1597,138,618,10,57,66,153,0,100,282,0,52,0,0,1,0,57,0,0,7,0,138,15,7,127,0,43,661,0,12,5,5,0,0,4,0,0,103,211
"1939.SKBTI.0927",0,1273,52,860,3,0,4,7272,0,646,2,273,9,19,69,12,0,8,45,0,1,0,1,2,0,37,0,0,0,1,0,12,0,174,1,217,43,0,4,1,6,0,2,0,0,0,0,11
"1939.SKBTI.0937",0,135,74,1249,0,0,16,12714,0,525,0,1187,3,330,7,11,0,4,5,0,0,0,0,5,0,116,0,0,140,0,1,0,0,60,2,0,26,0,8,659,1967,0,17,0,0,0,5,349
"1939.SKBTI.0943",0,920,349,2123,10,33,58,18435,2,3792,90,1934,33,401,293,13,4,95,3,0,377,0,2,5,1403,507,1,0,427,1,0,122,84,1208,8,542,2291,0,40,36,14,0,172,66,44,0,513,357
"1939.SKBTI.0957",0,293,672,697,0,12,1,5377,7,2290,65,618,9,4,142,1019,0,87,1,16,140,0,0,3,0,225,0,0,43,0,1,18,1,332,0,97,205,0,19,1,2,0,0,0,0,0,20,170
"1939.122010.a",10,9,5540,13,423,20,12,151,45,32,74,1033,0,20,2029,1025,0,444,58,0,14,0,0,1,50,14,12,1,2,241,0,536,3,959,2,1293,157,1,29,0,3,0,1,2,0,832,24,3
"1939.SKBTI.1097",0,380,2798,1188,1,37,28,21097,16,8927,196,3669,2,352,44,79,0,191,2905,2,0,0,4,2,0,102,1,0,0,0,3,13,0,1059,4,484,803,6,28,11,91,0,2,0,7,41,220,1792
"1939.SKBTI.1168",0,251,2919,739,0,51,24,14808,31,8208,211,3415,2,198,76,156,0,322,3644,2,0,0,0,0,0,75,0,0,3,1,0,22,1,887,0,784,897,8,18,2,44,0,5,0,7,100,121,1038
"1939.SKBTI.1217",0,160,892,3962,89,24,52,11624,6,5550,201,2460,0,113,252,32,0,105,2617,0,0,1,0,8,0,422,0,2,87,9,0,24,0,974,1,290,772,0,49,10,78,11,49,44,9,4,137,3
"1939.SKBTI.1239",0,998,1034,1468,31,22,37,18565,4,1645,74,1843,0,42,240,2488,1,192,1986,8,1,0,2,12,14,233,0,0,221,5,2,12,2,1539,0,127,378,7,3,248,6843,0,13,1,12,7,639,477
"1939.SKBTI.1016",0,4417,479,580,6,162,24,27329,26,3947,167,1569,2,41,491,33,2,6,4748,1,1,0,1,5,1,157,0,0,0,1,6,67,0,340,3,60,4239,3,8,1,29,0,43,0,42,51,646,169
"1939.SKBTI.1046",0,1695,324,1905,90,191,171,27997,5,4154,196,2743,6,519,373,175,0,49,664,3,0,0,5,6,0,156,0,2,15,7,1,1945,27,2016,3,582,1650,6,25,15,25,0,67,0,1,12,437,287
"1939.SKBTI.1255",0,790,698,3020,102,1062,35,7111,5,598,113,1600,46,913,100,201,2,18,2,0,0,0,0,1,2,144,0,2,0,15,0,253,87,2529,14,520,842,1,51,25,94,0,9,0,20,440,349,44
"1939.SKBTI.1302",0,92,21,402,0,0,35,1491,0,15,0,78,0,1062,17,16657,215,6,16,0,3,0,0,0,4,4,0,0,13,0,0,14,3,14,0,14,16,0,38,247,726,64,0,0,0,1,11,32
"1939.SKBTI.1320",0,5,727,6,2,0,5,15340,6,5,0,945,3,85,50,680,0,55,125,0,3,0,6,1,0,126,0,0,0,0,0,8,8,89,0,47,89,0,37,20,173,0,3,1,0,89,8,0
"1939.SKBTI.1337",0,92,116,348,0,0,163,5123,9,257,5,308,97,6457,0,127,0,14,128,0,0,0,0,40,0,0,0,0,0,0,0,4,0,78,33,29,60,0,72,2,2472,216,0,0,0,0,0,0
"1939.SKBTI.0254.a",0,1635,844,1318,500,33,21,33813,22,2049,144,2109,0,1541,1060,16,0,428,9,0,131,15,0,22,1,208,1,0,45,196,11,325,9,359,3,74,1004,1,5,30,29,21,4,1,13,2,824,138
"1939.SKBTI004",0,237,1148,1074,0,17,9,8947,64,2789,110,1563,0,36,14,66,19,2234,0,0,0,0,0,8,0,250,0,0,9,0,25,103,0,205,4,259,360,0,52,3,278,0,13,0,16,42,0,260
"1939.SKBTI008",0,1,2,954,0,1,20,18,0,1,0,3,6,319,1,2218,1188,0,1,0,2,1,0,0,2,0,1,0,0,0,2,1,0,4,2,0,3,0,44,1,2,158,122,0,0,0,0,1
"1939.SKBTI014",0,670,354,149,13,64,9,18329,3,4023,85,903,7,11,759,14,0,95,6,0,36,1,3,3,291,201,0,2,18,5,0,569,184,680,3,371,455,10,8,0,12,1,10,1,7,22,469,306
"1939.SKBTI020",0,9670,753,846,266,17,281,7598,14,7051,307,5816,15,771,563,93,2,14,5,0,0,12,14,8,3,403,0,0,1,59,66,3091,0,114,2,177,765,5,32,10,80,12,130,1,0,23,8,35
"1939.SKBTI023",0,877,1035,176,0,60,13,6841,6,464,98,2143,5,10,547,1487,257,190,792,10,2,20,0,0,19,136,114,0,58,0,1,420,168,503,1,247,438,7,19,239,3,0,4,91,11,237,134,291
"1939.SKBTI027",0,3,54,70,17,0,66,1509,0,386,0,302,88,156,34,7589,7,1,34,0,1,1,29,8,3,41,0,21,1,0,35,58,0,70,0,3,79,0,76,66,53,0,16,50,0,3,1,1
"1939.SKBTI030",0,1116,879,1718,8,231,14,11369,0,5200,214,2614,8,42,198,42,0,73,1,208,0,17,1,11,2,659,0,0,246,0,7201,73,11,1305,3,192,522,0,29,2,16,0,32,80,0,9,1468,384
"1939.SKBTI031",0,4,247,259,3,0,21,949,0,286,46,141,6,3019,0,2443,1,28,133,0,27,14,18,29,29,0,0,0,10,0,0,68,0,67,0,48,73,0,225,198,10,0,112,15,0,10,61,97
"1939.SKBTI038",0,676,1700,1227,96,51,185,82360,46,103101,389,26206,198,183,198,452,5905,1854,31,8,6,21,17,55,42,146,41,1,119,44,1159,166,169,7324,24,3855,6581,25,153,45,74,2,5321,508,8,241,351,818
"1939.SKBTI037",7,55,2019,4867,32,28,2869,32907,90,91447,20,3565,18,5175,599,11739,0,666,239,0,4,5,3,7,4805,758,0,0,1,166,4,99,9,1134,2,249,1959,816,108,122,12990,114,152,2,0,78,6109,3
"1939.SKBTI041",0,119,376,842,0,0,61,5157,0,1316,68,244,0,505,25,586,0,43,27,0,0,21,19,19,19,134,20,0,45,0,0,1,0,47,0,105,164,0,102,1285,1573,0,3,0,0,5,45,397
"1939.SKBTI046.b",0,3,8,13976,0,1,5,92,0,28,0,29,16,1805,0,21474,59,1,0,0,1,4,1,0,4,4,665,0,0,162,8,20,1,6,8,1,4,1,25,284,3,191,1290,0,0,0,7,2
"1939.SKBTI061",0,707,421,740,0,29,328,11167,49,1044,13,1509,10,92,37,1694,86,535,48,0,24,24,2,4,441,271,0,0,211,0,3,45,1,265,61,256,346,16,42,168,1314,0,18,0,54,44,675,1041
"1939.SKBTI054",0,281,1705,4831,51,22,124,28533,12,605,1,752,24,66,3,29246,5,2575,2492,0,0,21,7,4,7,161,0,0,0,13,6,3,1,35,12,73,246,4,81,14,11859,1,31,3,0,24,8,2
"1939.SKBTI056",0,2,0,3,0,0,276,292,0,990,0,5,8,1053,0,3119,92,0,134,0,0,1,14,49,1,0,0,0,0,0,0,1,0,1,32,0,79,0,75,3264,868,13,9,0,0,0,0,0
"1939.SKBTI068",0,11,852,1126,0,26,244,27965,22,5068,140,3902,32,315,97,3400,6,103,1019,8,1,14,3,9,38,464,0,0,74,1,57,278,4,442,4,125,590,2,40,71,73,0,114,85,0,1,20,1
"1939.SKBTI069",0,4124,6855,657,1198,704,133,39773,66,1919,16,3939,29,141,1845,123,36,1195,5,0,1,7,25,10,9,210,1,3,0,418,10,1756,79,7062,35,2023,2215,0,80,26,34,0,1131,292,70,2946,932,1
"1939.SKBTI089.b",0,713,2078,496,382,320,232,17563,14,6219,931,3517,44,182,1037,183,1,268,352,1,1,23,10,39,15,198,0,0,1,132,8,1324,25,2504,11,1634,1673,2,163,23,43,0,141,2,0,54,312,174
"1939.SKBTI073",0,110,688,316,11,29,10,9487,0,1637,112,1164,6,444,159,6988,0,69,836,0,1,20,0,2,2,125,4,0,1,3,0,77,3,1430,2,471,588,3,7,5,68,3,310,54,0,0,61,592
"1939.SKBTI085",0,0,91,179,0,0,44,3471,0,1336,5,392,4,234,57,955,0,33,28,0,0,1,0,1,74,0,0,0,0,58,1,106,0,171,0,8,136,39,56,0,368,0,16,0,17,0,10,0
"1939.SKBTI087",0,2351,844,585,38,57,110,20067,0,2657,8,1271,17,62,79,27410,104,2,161,0,299,1,2,3,2,148,0,0,221,30,2,100,0,271,2,87,1040,0,12,2,102,0,59,0,0,141,12,196
"1939.SKBTI090",0,0,42,1,0,0,23,17,0,0,0,4,17,4568,0,2,0,0,0,0,0,0,1,17,0,0,0,0,0,138,1,0,0,0,0,1,0,0,38,32,0,0,0,0,0,0,0,0
"1939.SKBTI.0097",0,2275,677,2842,12,162,11,21927,1,2972,293,4693,63,218,489,324,35918,151,212,0,0,0,0,0,58,931,194,6,936,6,0,134,39,1033,3,124,2097,6,7,77,16,0,70,90,31,1157,7098,1
"1939.SKBTI.0171",0,955,1010,1873,257,61,39,25925,3,5664,243,1966,279,3890,152,21,6,85,2,2,476,0,4,6,110,476,0,5,89,113,4,1427,21,2066,11,139,1444,0,40,741,79,1,74,12,84,48,52,918
"1939.SKBTI.0239",0,634,263,211,9,48,40,9807,0,2478,54,2233,4,823,113,1386,3,32,1314,27,1,0,0,9,0,433,0,0,0,84,1,341,24,803,0,23,688,70,14,48,6,1,31,1,0,12,762,550
"1939.SKBTI.0260",0,267,364,3775,10,16,86,33327,0,10688,16,608,93,1239,6,54,1,163,5051,1,0,11,2,17,6,21,0,0,1,2,5,5,1,58,0,431,657,1,43,7258,1352,1,365,1,0,7,509,832
"1939.SKBTI.0277.b",0,919,731,1158,5,24,253,8060,10,2589,18,673,481,589,75,510,0,175,78,0,0,0,47,73,7,17,0,0,0,0,0,19,0,246,76,257,250,0,322,0,142,4,0,0,45,8,4,281
"1939.SKBTI.0282.b",0,491,603,0,2,187,216,4965,0,842,54,1735,0,115,223,2,0,30,0,0,0,8,0,1,0,62,0,0,0,0,0,0,0,71,16,1260,232,0,28,0,34,0,0,0,0,199,206,516
"1939.SKBTI.0203",0,50,5257,50,7,6,989,11092,12,138,10,760,1,69,11,41295,158,1757,6,0,7,1,0,0,5,167,0,0,11,3,4,18,1,182,0,12936,2775,1,19,5,8,0,1,0,0,798,31,7
"1939.SKBTI.1141",0,1110,565,424,8,60,9,7616,0,2890,88,1203,0,1429,214,317,1,112,0,24,16,0,0,0,853,423,0,4,156,0,878,856,12,1113,0,3,1221,0,50,133,1,0,0,15,28,0,419,115
"1939.SKBTI.1180",0,29,1438,286,0,19,3,18157,7,1073,15,2542,0,57,26,5124,0,36,0,4,672,0,4,0,31,600,0,0,10,2,19,36,0,190,0,40,375,0,9,3,1,0,0,0,35,40,29,5
"1939.SKBTI.1205",5,3,2057,48,275,175,55,19165,57,3972,469,3090,7,178,230,155,0,143,796,34,0,0,9,7,0,396,0,44,8,55,0,110,427,7437,13,1417,1543,4,77,6,144,5,1758,0,52,1968,565,0
"1939.SKBTI.1293",0,2461,842,2473,3,21,32,21886,0,16286,154,4623,0,71,444,20,0,2228,0,9,0,0,2,4,0,1175,0,0,502,4,2,385,39,3286,0,466,1717,0,41,1,2,0,11,39,36,220,1261,254
"1939.SKBTI.1294",0,1903,1119,2465,10,24,25,17830,0,12544,140,3564,0,36,269,12,0,1523,0,2,0,4,2,5,1,726,0,0,366,4,0,170,16,2359,4,561,1325,9,56,0,10,0,5,21,45,120,1105,234
"1939.SKBTI.1307",0,6389,605,2905,191,1128,46,12062,0,3698,17,2484,13,410,1045,41,0,9,0,0,248,2,0,8,0,373,0,6,303,27,0,1019,13,2944,2,230,1729,1,151,7,23,0,155,29,35,14,3106,367
"1939.SKBTI.1309",0,3336,668,763,1,7,353,2813,7,690,0,629,16,7465,8,2674,5,1,379,0,36,0,0,0,0,28,0,0,16,0,5,40,0,203,13,309,461,1,36,376,4467,285,0,0,0,7,286,225
"1939.SKBTI.1315",0,385,473,3556,49,2,65,17138,1,1269,46,1805,0,3727,41,1476,0,1129,0,3,56,0,11,21,0,41,0,0,0,7,1,25,134,2617,5,147,401,1,58,492,751,0,51,6,51,57,24,401
"1939.SKBTI.1341",3,2019,445,2704,31,546,4,15136,0,5442,653,1661,0,164,418,134,0,382,0,14,8,5,0,2,135,94,1,2,111,8,7665,1750,0,497,13,237,992,10,29,29,5,0,147,0,22,8,56,203
"1939.SKBTI.0411",0,602,45,215,0,57,0,4149,0,820,55,295,0,5,203,13,0,1,2,0,0,956,0,0,1,166,0,0,39,1,0,140,28,65,0,0,961,0,21,1,4,1,0,0,0,16,4,24
"1939.SKBTI.1084",1,1038,360,275,19,0,0,11323,0,1056,20,932,0,0,89,478,220,50,0,0,144,0,0,0,0,56,0,0,0,1,0,921,0,346,0,122,77,0,0,0,27,0,0,0,14,0,19,87
"1939.SKBTI.0627",0,194,108,307,3,14,1,1703,0,594,29,415,0,99,16,14,0,30,22,0,6,4,0,1,16,1,0,0,6,6,1027,6,1,169,0,47,86,0,7,32,3,0,31,9,0,1,100,13
"1939.SKBTI.0635",0,94,579,410,0,3,2,3978,11,1370,22,562,3,26,48,848,0,53,251,0,0,6,1,2,0,109,0,0,0,0,0,166,2,106,1,206,206,0,4,20,20,6,41,3,0,0,291,76
"1939.SKBTI.0640",0,1049,537,2420,5,4,0,27812,7,4183,2580,3838,2,5,1208,18,0,33,32,5,450,0,0,0,2,99,0,0,75,1,1,642,74,184,4,129,1755,10,7,0,6,0,45,0,28,4,551,118
"1939.SKBTI.0143.a",0,1169,393,6898,0,4,1,24148,0,11697,199,2865,0,23,244,249,2,134,189,0,0,59,0,0,2057,482,2,0,791,1,4,257,76,1094,0,83,1886,102,0,6,330,0,236,0,1,0,1205,760
"1939.SKBTI.1045",0,1396,290,938,368,24,61,26920,6,5553,120,1105,0,27,462,638,11,126,79,0,122,3,2,2,3,205,0,0,262,55,1,813,2,258,8,59,348,47,108,2,41,0,100,3,28,24,171,74
"1939.121499",776,339,720,14,651,723,2,1070,9,1905,967,2128,0,0,1600,18,0,681,2,65,116,1,9,1,0,54,0,0,0,63,1,188,10,1314,4,129,3546,76,113,0,1,0,803,644,6,3,471,9
"1939.SKBTI.0761",0,1991,1162,75,79,101,2,4740,4,729,134,1629,0,2,116,21,0,0,17,0,0,39,0,0,1,321,0,0,55,2,7,190,0,121,0,19,425,0,13,0,0,0,1022,0,0,40,450,126
"1939.SKBTI.0151",0,615,781,3852,6,43,25,17922,21,4900,64,4438,0,339,339,539,0,75,1713,0,575,214,2,26,3,608,0,0,0,1,3384,10,2,1335,0,97,665,0,17,26,35,48,38,72,1,15,1119,217
"1939.SKBTI.0253.b",0,26,206,653,73,3,46,12229,0,1007,472,2020,0,105,272,13,1,27,389,13,89,5,0,0,0,4,0,0,0,4,64,195,58,2030,0,328,559,0,2,3,2,0,89,12,0,0,10,96
"1939.100161",0,1992,3995,102,26,5885,3,10270,6,6220,556,1729,0,8,700,1885,6,663,228,162,476,0,1,7,2,413,0,80,79,252,0,2112,608,3227,0,126,3624,455,3,0,0,0,3031,432,33,6,3034,68
"1939.SKBTI.0991",67,175,143,174,59,16,0,3316,0,550,59,311,0,457,80,39,0,23,2,0,0,6,5,0,0,15,0,0,7,225,0,195,73,351,0,35,160,0,29,0,12,0,2,2,0,54,56,38
"1939.SKBTI.0763",0,17,101,559,0,3,21,2703,0,936,22,318,0,1,207,16,0,14,0,0,0,7,0,0,0,2,0,0,0,2,55,23,5,139,0,111,138,0,1,0,0,0,10,9,1,0,1,14
"1939.SKBTI.0565",0,481,67,259,26,5,0,3829,0,422,26,475,0,7,64,5,0,13,179,4,0,2,0,0,0,58,0,0,33,4,1,574,0,223,0,43,136,1,2,0,13,0,0,0,4,0,228,79
"1939.SKBTI.0490",0,709,330,2421,8,15,27,9247,4,2144,67,1384,0,193,314,2,0,95,0,0,277,0,2,0,368,294,0,0,118,5,0,38,29,526,1,397,1281,0,6,2,0,0,126,7,4,0,307,92
"1939.SKBTI.0539",0,1217,465,7555,0,6,3,3096,0,3288,534,2102,2,434,588,20,1,155,2,3,0,9,1,12,0,400,0,0,20,1,14646,1206,115,2743,3,384,727,0,45,3,2,3,1,17,13,0,1,350
"1939.SKBTI.0613",0,3110,610,4078,0,60,6,21336,12,4415,218,8554,0,345,922,2482,0,102,781,13,0,0,0,0,0,1132,0,0,422,0,3,159,21,3125,0,995,1537,0,3,149,34,69,12,25,36,24,1454,584
"1939.SKBTI.0637",18,2256,799,4756,203,2661,15,13238,17,6164,282,5749,0,8,1642,23,0,211,1,16,0,1,1,3,0,1383,0,0,0,40,0,700,383,943,1,335,4122,105,16,0,1,0,1,1,45,229,3222,0
"1939.SKBTI.0664",0,1403,165,1,0,2,93,14494,19,1726,4,660,0,127,26,1316,0,82,1116,0,0,0,2,0,0,205,0,0,456,0,0,56,0,121,0,47,207,0,11,23,4186,0,6,0,1,6,2312,730
"1939.100178",661,130,1447,63,1598,1501,9,2569,14,5534,828,3797,0,46,1592,14,0,305,11574,34,0,6,8,3,1126,413,0,135,48,468,16609,1662,114,2174,3,890,4518,2478,487,57,0,0,166,1,18,10,755,0
"1939.100203",0,117,2316,2070,565,1950,6,2532,87,3125,710,2700,0,2,2354,3,0,436,1,0,2770,1,0,0,0,282,0,14,82,240,3347,240,0,714,0,11,3764,111,35,1,1,0,10,422,14,21,790,999
"1939.MGH109614",0,0,793,0,0,101,0,1055,0,630,121,790,0,10,65,0,0,209,0,0,58,0,0,0,0,27,0,0,10,0,0,14,3,377,0,68,123,1,2,0,0,0,0,19,4,8,40,0
"1939.MGH113059",0,38,1282,386,22,34,5,2144,0,0,2,1385,0,11,14,449,0,514,0,0,6,1,0,5,0,0,1,0,0,290,0,6,0,18,1,152,21,0,32,0,40,0,7,8,0,2,2,4
"1939.MGH101763",0,0,724,0,66,3,18,3,2,1723,779,914,0,0,164,1182,0,293,973,39,0,0,1,0,0,153,0,0,0,54,0,1494,33,398,1,145,472,12,4,0,8,0,93,28,25,8,0,1
"1939.MGH105553",0,933,185,218,2,1543,1,1388,0,1528,57,1018,1,2,66,0,0,96,1,2,21,0,0,0,0,148,0,3,51,0,1758,36,41,708,0,480,1285,41,8,0,0,0,3,10,10,10,383,0
"1939.MGH109812",0,1,163,3257,243,187,5,1126,0,689,257,2430,0,15,12,1333,0,7574,0,0,0,0,5,1,0,126,0,0,0,99,0,44,1,25,3,1428,1134,1,13,0,19,0,6,0,12,320,0,0
"1939.MGH103108",0,157,847,866,0,16,2,4170,0,118,65,2393,0,1,163,32,0,139,1171,0,0,0,0,0,0,0,0,0,0,0,714,886,1,328,0,0,577,0,16,0,0,0,51,22,0,0,2,0
"1939.100058",1,16,169,0,77,313,0,322,318,2,343,1913,0,0,1979,15,0,683,0,0,2,4,13,31,0,404,0,0,4,5,0,3,12,630,10,96,3478,4,1036,0,0,0,0,1,2,58,84,0
"1939.MGH102228",0,547,525,152,4,379,1,2727,0,293,11,560,0,0,167,0,0,153,1,31,68,1,1,2,0,49,0,0,26,0,0,534,73,477,1,105,210,43,4,0,0,0,0,0,7,29,155,50
"1939.SKBTI.0744",0,795,731,1,61,1,260,6500,0,569,0,593,0,203,114,6845,1,56,209,0,0,3,0,1,0,0,1,0,3,86,7,0,0,230,2,167,81,0,24,41,50,1,53,0,0,3,0,15
"1939.SKBTI.0757",0,918,460,597,0,3,1,8897,8,2168,0,1919,0,5,20,4055,0,9,79,0,0,0,0,0,1226,420,3,0,341,8,14,0,0,868,0,1,78,0,3,1,1929,65,2,22,12,7,84,488
"1939.SKBTI.0766",0,0,181,886,0,7,90,7312,18,1680,0,874,0,64,8,3533,0,34,121,0,0,0,0,43,0,15,1,0,0,7,3,0,0,487,9,245,483,1,6,489,635,2,10,0,0,2,9,156
"1939.SKBTI.0684",0,162,320,22,58,17,54,11648,1,1190,124,2742,3,370,264,41,0,25,59,4,0,0,0,2,0,34,0,4,0,32,4,2987,33,703,5,372,676,4,26,27,134,0,44,0,38,66,154,63
"1939.SKBTI.0313",0,855,8652,10,43,76,9,23528,139,37,70,7554,0,26,440,7207,0,1413,202,0,0,0,2,4,4,152,0,0,18,5,17,24,7,2348,28,4308,740,0,26,9,440,1,16,0,265,495,93,3
"1939.SKBTI.0448",0,77,1449,1009,6,5,785,8838,0,99,31,259,3,593,66,948,8,502,3,0,2,0,1,2,6,12,2,0,3,663,3,821,1,29,0,79,66,256,25,556,2931,67,35,0,0,1,15,5
